,id,conversation_id,referenced_tweets.replied_to.id,referenced_tweets.retweeted.id,referenced_tweets.quoted.id,author_id,in_reply_to_user_id,retweeted_user_id,quoted_user_id,created_at,text,lang,source,public_metrics.like_count,public_metrics.quote_count,public_metrics.reply_count,public_metrics.retweet_count,reply_settings,possibly_sensitive,withheld.scope,withheld.copyright,withheld.country_codes,entities.annotations,entities.cashtags,entities.hashtags,entities.mentions,entities.urls,context_annotations,attachments.media,attachments.media_keys,attachments.poll.duration_minutes,attachments.poll.end_datetime,attachments.poll.id,attachments.poll.options,attachments.poll.voting_status,attachments.poll_ids,author.id,author.created_at,author.username,author.name,author.description,author.entities.description.cashtags,author.entities.description.hashtags,author.entities.description.mentions,author.entities.description.urls,author.entities.url.urls,author.location,author.pinned_tweet_id,author.profile_image_url,author.protected,author.public_metrics.followers_count,author.public_metrics.following_count,author.public_metrics.listed_count,author.public_metrics.tweet_count,author.url,author.verified,author.withheld.scope,author.withheld.copyright,author.withheld.country_codes,geo.coordinates.coordinates,geo.coordinates.type,geo.country,geo.country_code,geo.full_name,geo.geo.bbox,geo.geo.type,geo.id,geo.name,geo.place_id,geo.place_type,__twarc.retrieved_at,__twarc.url,__twarc.version,Unnamed: 73,matching_rules
19875,1573016761590579203,1572994137795661824,1.573015781e+18,,,1288434587211792384,1.505544294e+18,,,2022-09-22T18:29:55.000Z,"@SportsCle216 @BFC_91_ @BearyHumble @Snowden So you don't understand what russia TV says, what Putin says. You are just uneducated? \nFunny XD\nDF",en,Twitter for Android,0,0,0,0,everyone,False,,,,"[{""start"": 74, ""end"": 79, ""probability"": 0.7131, ""type"": ""Place"", ""normalized_text"": ""russia""}, {""start"": 95, ""end"": 99, ""probability"": 0.9967, ""type"": ""Person"", ""normalized_text"": ""Putin""}]",,,"[{""start"": 0, ""end"": 13, ""username"": ""SportsCle216"", ""id"": ""1505544293880107010"", ""created_at"": ""2022-03-20T13:58:53.000Z"", ""description"": ""\u2694\ufe0f\ud83c\uddfa\ud83c\uddf8 Fuck Your Pronouns"", ""name"": ""Climate Czar"", ""pinned_tweet_id"": ""1539971902579433473"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1550980577108574209/5DAnxkvi_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 64, ""following_count"": 79, ""tweet_count"": 3190, ""listed_count"": 1}, ""url"": """", ""verified"": false}, {""start"": 14, ""end"": 22, ""username"": ""BFC_91_"", ""id"": ""134811006"", ""created_at"": ""2010-04-19T14:20:22.000Z"", ""description"": """", ""location"": ""Paris / London"", ""name"": ""Ben \ud83c\uddfa\ud83c\udde6"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1564345098770567169/nBRKUn-m_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 521, ""following_count"": 2060, ""tweet_count"": 4927, ""listed_count"": 7}, ""url"": """", ""verified"": false}, {""start"": 23, ""end"": 35, ""username"": ""BearyHumble"", ""id"": ""94643832"", ""created_at"": ""2009-12-04T21:10:38.000Z"", ""description"": ""Humble ol bear"", ""location"": ""cave "", ""name"": ""BearyHumble"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1567690908937625603/LadFmH3n_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 506, ""following_count"": 237, ""tweet_count"": 7541, ""listed_count"": 7}, ""url"": """", ""verified"": false}, {""start"": 36, ""end"": 44, ""username"": ""Snowden"", ""id"": ""2916305152"", ""created_at"": ""2014-12-11T21:24:28.000Z"", ""description"": ""I used to work for the government. Now I work for the public. President at @FreedomofPress."", ""entities"": {""url"": {""urls"": [{""start"": 0, ""end"": 23, ""url"": ""https://t.co/kPBEESUmlH"", ""expanded_url"": ""https://edwardsnowden.substack.com"", ""display_url"": ""edwardsnowden.substack.com""}]}, ""description"": {""mentions"": [{""start"": 75, ""end"": 90, ""username"": ""FreedomofPress""}]}}, ""name"": ""Edward Snowden"", ""pinned_tweet_id"": ""1436824650412032005"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/648888480974508032/66_cUYfj_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 5310924, ""following_count"": 1, ""tweet_count"": 7201, ""listed_count"": 22973}, ""url"": ""https://t.co/kPBEESUmlH"", ""verified"": true}]",,"[{""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""123"", ""name"": ""Ongoing News Story"", ""description"": ""Ongoing News Stories like 'Brexit'""}, ""entity"": {""id"": ""1484601166080081920"", ""name"": ""Russo-Ukrainian conflict""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""864931126132985856"", ""name"": ""Vladimir Putin"", ""description"": ""President of Russia Vladimir Putin""}}, {""domain"": {""id"": ""35"", ""name"": ""Politician"", ""description"": ""Politicians in the world, like Joe Biden""}, ""entity"": {""id"": ""864931126132985856"", ""name"": ""Vladimir Putin"", ""description"": ""President of Russia Vladimir Putin""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""847878884917886977"", ""name"": ""Politics"", ""description"": ""Politics""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""864931126132985856"", ""name"": ""Vladimir Putin"", ""description"": ""President of Russia Vladimir Putin""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""1070032753834438656"", ""name"": ""Political figures"", ""description"": ""Politician""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""1542094279727652864"", ""name"": ""Russian political figures""}}]",,,,,,,,,1288434587211792384,2020-07-29T11:22:15.000Z,Wejder11,Wejder1 💙💛,I am new here. He/him.,,,,,,,,https://pbs.twimg.com/profile_images/1288435275178356740/f32DFj23_normal.jpg,False,82,234,4,16291,,False,,,,,,,,,,,,,,,2022-09-22T18:29:59+00:00,https://api.twitter.com/2/tweets/search/stream?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type,2.11.3,,"""[{""id"": ""1572745924216254464"", ""tag"": """"}, {""id"": ""1572745850035802112"", ""tag"": """"}]"""
35330,1573018747379585024,1572994137795661824,1.573018374e+18,,,1288434587211792384,1.505544294e+18,,,2022-09-22T18:37:49.000Z,@SportsCle216 @BFC_91_ @BearyHumble @Snowden I hope that they have. \nDF XD,en,Twitter for Android,0,0,0,0,everyone,False,,,,,,,"[{""start"": 0, ""end"": 13, ""username"": ""SportsCle216"", ""id"": ""1505544293880107010"", ""created_at"": ""2022-03-20T13:58:53.000Z"", ""description"": ""\u2694\ufe0f\ud83c\uddfa\ud83c\uddf8 Fuck Your Pronouns"", ""name"": ""Climate Czar"", ""pinned_tweet_id"": ""1539971902579433473"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1550980577108574209/5DAnxkvi_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 64, ""following_count"": 79, ""tweet_count"": 3193, ""listed_count"": 1}, ""url"": """", ""verified"": false}, {""start"": 14, ""end"": 22, ""username"": ""BFC_91_"", ""id"": ""134811006"", ""created_at"": ""2010-04-19T14:20:22.000Z"", ""description"": """", ""location"": ""Paris / London"", ""name"": ""Ben \ud83c\uddfa\ud83c\udde6"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1564345098770567169/nBRKUn-m_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 521, ""following_count"": 2060, ""tweet_count"": 4927, ""listed_count"": 7}, ""url"": """", ""verified"": false}, {""start"": 23, ""end"": 35, ""username"": ""BearyHumble"", ""id"": ""94643832"", ""created_at"": ""2009-12-04T21:10:38.000Z"", ""description"": ""Humble ol bear"", ""location"": ""cave "", ""name"": ""BearyHumble"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1567690908937625603/LadFmH3n_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 506, ""following_count"": 237, ""tweet_count"": 7541, ""listed_count"": 7}, ""url"": """", ""verified"": false}, {""start"": 36, ""end"": 44, ""username"": ""Snowden"", ""id"": ""2916305152"", ""created_at"": ""2014-12-11T21:24:28.000Z"", ""description"": ""I used to work for the government. Now I work for the public. President at @FreedomofPress."", ""entities"": {""url"": {""urls"": [{""start"": 0, ""end"": 23, ""url"": ""https://t.co/kPBEESUmlH"", ""expanded_url"": ""https://edwardsnowden.substack.com"", ""display_url"": ""edwardsnowden.substack.com""}]}, ""description"": {""mentions"": [{""start"": 75, ""end"": 90, ""username"": ""FreedomofPress""}]}}, ""name"": ""Edward Snowden"", ""pinned_tweet_id"": ""1436824650412032005"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/648888480974508032/66_cUYfj_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 5310927, ""following_count"": 1, ""tweet_count"": 7201, ""listed_count"": 22973}, ""url"": ""https://t.co/kPBEESUmlH"", ""verified"": true}]",,"[{""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}]",,,,,,,,,1288434587211792384,2020-07-29T11:22:15.000Z,Wejder11,Wejder1 💙💛,I am new here. He/him.,,,,,,,,https://pbs.twimg.com/profile_images/1288435275178356740/f32DFj23_normal.jpg,False,82,234,4,16293,,False,,,,,,,,,,,,,,,2022-09-22T18:37:52+00:00,https://api.twitter.com/2/tweets/search/stream?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type,2.11.3,,"""[{""id"": ""1572745935914151936"", ""tag"": """"}]"""
40759,1573019460906139651,1572994137795661824,1.573018792e+18,,,1288434587211792384,1.505544294e+18,,,2022-09-22T18:40:39.000Z,"@SportsCle216 @BFC_91_ @BearyHumble @Snowden Yes, Russia is XD\nanother DF XD",en,Twitter for Android,0,0,0,0,everyone,False,,,,,,,"[{""start"": 0, ""end"": 13, ""username"": ""SportsCle216"", ""id"": ""1505544293880107010"", ""created_at"": ""2022-03-20T13:58:53.000Z"", ""description"": ""\u2694\ufe0f\ud83c\uddfa\ud83c\uddf8 Fuck Your Pronouns"", ""name"": ""Climate Czar"", ""pinned_tweet_id"": ""1539971902579433473"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1550980577108574209/5DAnxkvi_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 64, ""following_count"": 79, ""tweet_count"": 3196, ""listed_count"": 1}, ""url"": """", ""verified"": false}, {""start"": 14, ""end"": 22, ""username"": ""BFC_91_"", ""id"": ""134811006"", ""created_at"": ""2010-04-19T14:20:22.000Z"", ""description"": """", ""location"": ""Paris / London"", ""name"": ""Ben \ud83c\uddfa\ud83c\udde6"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1564345098770567169/nBRKUn-m_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 521, ""following_count"": 2060, ""tweet_count"": 4927, ""listed_count"": 7}, ""url"": """", ""verified"": false}, {""start"": 23, ""end"": 35, ""username"": ""BearyHumble"", ""id"": ""94643832"", ""created_at"": ""2009-12-04T21:10:38.000Z"", ""description"": ""Humble ol bear"", ""location"": ""cave "", ""name"": ""BearyHumble"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1567690908937625603/LadFmH3n_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 506, ""following_count"": 237, ""tweet_count"": 7541, ""listed_count"": 7}, ""url"": """", ""verified"": false}, {""start"": 36, ""end"": 44, ""username"": ""Snowden"", ""id"": ""2916305152"", ""created_at"": ""2014-12-11T21:24:28.000Z"", ""description"": ""I used to work for the government. Now I work for the public. President at @FreedomofPress."", ""entities"": {""url"": {""urls"": [{""start"": 0, ""end"": 23, ""url"": ""https://t.co/kPBEESUmlH"", ""expanded_url"": ""https://edwardsnowden.substack.com"", ""display_url"": ""edwardsnowden.substack.com""}]}, ""description"": {""mentions"": [{""start"": 75, ""end"": 90, ""username"": ""FreedomofPress""}]}}, ""name"": ""Edward Snowden"", ""pinned_tweet_id"": ""1436824650412032005"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/648888480974508032/66_cUYfj_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 5310888, ""following_count"": 1, ""tweet_count"": 7201, ""listed_count"": 22974}, ""url"": ""https://t.co/kPBEESUmlH"", ""verified"": true}]",,"[{""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""123"", ""name"": ""Ongoing News Story"", ""description"": ""Ongoing News Stories like 'Brexit'""}, ""entity"": {""id"": ""1484601166080081920"", ""name"": ""Russo-Ukrainian conflict""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}]",,,,,,,,,1288434587211792384,2020-07-29T11:22:15.000Z,Wejder11,Wejder1 💙💛,I am new here. He/him.,,,,,,,,https://pbs.twimg.com/profile_images/1288435275178356740/f32DFj23_normal.jpg,False,82,234,4,16295,,False,,,,,,,,,,,,,,,2022-09-22T18:40:42+00:00,https://api.twitter.com/2/tweets/search/stream?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type,2.11.3,,"""[{""id"": ""1572745850035802112"", ""tag"": """"}]"""
83999,1573025185518817290,1572994137795661824,1.573024274e+18,,,1288434587211792384,8537642.0,,,2022-09-22T19:03:24.000Z,@Bearded_Bubble @SportsCle216 @BFC_91_ @BearyHumble @Snowden Problem is that Putin Russia wants to destroy all Ukrainians. Do you see difrence? Nazi who rule country and nazi who just are. Do you get it?,en,Twitter for Android,0,0,0,0,everyone,False,,,,,,,"[{""start"": 0, ""end"": 15, ""username"": ""Bearded_Bubble"", ""id"": ""8537642"", ""created_at"": ""2007-08-30T15:52:21.000Z"", ""description"": ""Stuff."", ""location"": ""Hungary"", ""name"": ""Szak\u00e1llas Bubor\u00e9k"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1098837248219496449/RuQjBxq8_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 6, ""following_count"": 51, ""tweet_count"": 222, ""listed_count"": 0}, ""url"": """", ""verified"": false}, {""start"": 16, ""end"": 29, ""username"": ""SportsCle216"", ""id"": ""1505544293880107010"", ""created_at"": ""2022-03-20T13:58:53.000Z"", ""description"": ""\u2694\ufe0f\ud83c\uddfa\ud83c\uddf8 Fuck Your Pronouns"", ""name"": ""Climate Czar"", ""pinned_tweet_id"": ""1539971902579433473"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1550980577108574209/5DAnxkvi_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 64, ""following_count"": 79, ""tweet_count"": 3197, ""listed_count"": 1}, ""url"": """", ""verified"": false}, {""start"": 30, ""end"": 38, ""username"": ""BFC_91_"", ""id"": ""134811006"", ""created_at"": ""2010-04-19T14:20:22.000Z"", ""description"": """", ""location"": ""Paris / London"", ""name"": ""Ben \ud83c\uddfa\ud83c\udde6"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1564345098770567169/nBRKUn-m_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 521, ""following_count"": 2060, ""tweet_count"": 4927, ""listed_count"": 7}, ""url"": """", ""verified"": false}, {""start"": 39, ""end"": 51, ""username"": ""BearyHumble"", ""id"": ""94643832"", ""created_at"": ""2009-12-04T21:10:38.000Z"", ""description"": ""Humble ol bear"", ""location"": ""cave "", ""name"": ""BearyHumble"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/1567690908937625603/LadFmH3n_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 506, ""following_count"": 237, ""tweet_count"": 7544, ""listed_count"": 7}, ""url"": """", ""verified"": false}, {""start"": 52, ""end"": 60, ""username"": ""Snowden"", ""id"": ""2916305152"", ""created_at"": ""2014-12-11T21:24:28.000Z"", ""description"": ""I used to work for the government. Now I work for the public. President at @FreedomofPress."", ""entities"": {""url"": {""urls"": [{""start"": 0, ""end"": 23, ""url"": ""https://t.co/kPBEESUmlH"", ""expanded_url"": ""https://edwardsnowden.substack.com"", ""display_url"": ""edwardsnowden.substack.com""}]}, ""description"": {""mentions"": [{""start"": 75, ""end"": 90, ""username"": ""FreedomofPress""}]}}, ""name"": ""Edward Snowden"", ""pinned_tweet_id"": ""1436824650412032005"", ""profile_image_url"": ""https://pbs.twimg.com/profile_images/648888480974508032/66_cUYfj_normal.jpg"", ""protected"": false, ""public_metrics"": {""followers_count"": 5310901, ""following_count"": 1, ""tweet_count"": 7201, ""listed_count"": 22975}, ""url"": ""https://t.co/kPBEESUmlH"", ""verified"": true}]",,"[{""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""123"", ""name"": ""Ongoing News Story"", ""description"": ""Ongoing News Stories like 'Brexit'""}, ""entity"": {""id"": ""1484601166080081920"", ""name"": ""Russo-Ukrainian conflict""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""1070724848081559554"", ""name"": ""Edward Snowden"", ""description"": ""American whistleblower and former National Security Agency contractor""}}, {""domain"": {""id"": ""10"", ""name"": ""Person"", ""description"": ""Named people in the world like Nelson Mandela""}, ""entity"": {""id"": ""864931126132985856"", ""name"": ""Vladimir Putin"", ""description"": ""President of Russia Vladimir Putin""}}, {""domain"": {""id"": ""35"", ""name"": ""Politician"", ""description"": ""Politicians in the world, like Joe Biden""}, ""entity"": {""id"": ""864931126132985856"", ""name"": ""Vladimir Putin"", ""description"": ""President of Russia Vladimir Putin""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""847878884917886977"", ""name"": ""Politics"", ""description"": ""Politics""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""864931126132985856"", ""name"": ""Vladimir Putin"", ""description"": ""President of Russia Vladimir Putin""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""1070032753834438656"", ""name"": ""Political figures"", ""description"": ""Politician""}}, {""domain"": {""id"": ""131"", ""name"": ""Unified Twitter Taxonomy"", ""description"": ""A taxonomy view into the Semantic Core knowledge graph""}, ""entity"": {""id"": ""1542094279727652864"", ""name"": ""Russian political figures""}}]",,,,,,,,,1288434587211792384,2020-07-29T11:22:15.000Z,Wejder11,Wejder1 💙💛,I am new here. He/him.,,,,,,,,https://pbs.twimg.com/profile_images/1288435275178356740/f32DFj23_normal.jpg,False,82,234,4,16298,,False,,,,,,,,,,,,,,,2022-09-22T19:03:27+00:00,https://api.twitter.com/2/tweets/search/stream?expansions=author_id%2Cin_reply_to_user_id%2Creferenced_tweets.id%2Creferenced_tweets.id.author_id%2Centities.mentions.username%2Cattachments.poll_ids%2Cattachments.media_keys%2Cgeo.place_id&tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&media.fields=alt_text%2Cduration_ms%2Cheight%2Cmedia_key%2Cpreview_image_url%2Ctype%2Curl%2Cwidth%2Cpublic_metrics&poll.fields=duration_minutes%2Cend_datetime%2Cid%2Coptions%2Cvoting_status&place.fields=contained_within%2Ccountry%2Ccountry_code%2Cfull_name%2Cgeo%2Cid%2Cname%2Cplace_type,2.11.3,,"""[{""id"": ""1572745924216254464"", ""tag"": """"}, {""id"": ""1572745850035802112"", ""tag"": """"}]"""
